MerchantKey,MerchantID,MerchantCategory,BusinessSize,State,City,SettlementCycle,PartnerSince,MerchantTenure
367,MER00367,Retail,Enterprise,West Bengal,Siliguri,T+3,2025,1
368,MER00368,Retail,Enterprise,Rajasthan,Udaipur,T+1,2025,1
369,MER00369,Food & Dining,Small,Telangana,Hyderabad,T+2,2022,4
370,MER00370,Entertainment,Small,Tamil Nadu,Madurai,T+1,2024,2
371,MER00371,Retail,Small,Karnataka,Mysuru,T+1,2020,6
372,MER00372,Government,Medium,West Bengal,Siliguri,T+1,2026,0
373,MER00373,Government,Small,Maharashtra,Nagpur,T+2,2023,3
374,MER00374,Retail,Medium,Uttar Pradesh,Noida,T+1,2024,2
375,MER00375,Food & Dining,Enterprise,Maharashtra,Mumbai,T+1,2025,1
376,MER00376,Entertainment,Small,Maharashtra,Nagpur,T+2,2026,0
377,MER00377,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2026,0
378,MER00378,E-Commerce,Small,Maharashtra,Nagpur,T+1,2023,3
379,MER00379,E-Commerce,Small,Rajasthan,Udaipur,T+1,2019,7
380,MER00380,E-Commerce,Small,Maharashtra,Pune,T+1,2024,2
381,MER00381,Travel,Small,Maharashtra,Mumbai,T+1,2022,4
382,MER00382,E-Commerce,Small,Uttar Pradesh,Lucknow,T+2,2025,1
383,MER00383,Government,Medium,Karnataka,Mangaluru,T+1,2022,4
384,MER00384,E-Commerce,Small,Telangana,Hyderabad,T+2,2021,5
385,MER00385,Fuel,Small,Maharashtra,Mumbai,T+1,2022,4
386,MER00386,E-Commerce,Small,Rajasthan,Jaipur,T+1,2022,4
387,MER00387,Healthcare,Medium,Rajasthan,Jaipur,T+1,2025,1
388,MER00388,Entertainment,Enterprise,Tamil Nadu,Madurai,T+1,2025,1
389,MER00389,E-Commerce,Small,Uttar Pradesh,Kanpur,T+1,2023,3
390,MER00390,Education,Small,West Bengal,Kolkata,T+1,2026,0
391,MER00391,Utilities,Small,Rajasthan,Udaipur,T+1,2024,2
392,MER00392,Utilities,Small,Delhi,New Delhi,T+1,2023,3
393,MER00393,Healthcare,Small,Maharashtra,Mumbai,T+3,2023,3
394,MER00394,Fuel,Small,Karnataka,Mangaluru,T+1,2024,2
395,MER00395,Utilities,Enterprise,Maharashtra,Mumbai,T+1,2025,1
396,MER00396,E-Commerce,Small,Tamil Nadu,Coimbatore,T+2,2026,0
397,MER00397,Entertainment,Medium,Delhi,New Delhi,T+1,2026,0
398,MER00398,Travel,Small,Karnataka,Mangaluru,T+2,2024,2
399,MER00399,Government,Medium,Delhi,New Delhi,T+1,2026,0
400,MER00400,Food & Dining,Small,Gujarat,Ahmedabad,T+1,2025,1
401,MER00401,E-Commerce,Small,Karnataka,Bengaluru,T+1,2021,5
402,MER00402,Travel,Enterprise,Maharashtra,Nagpur,T+1,2024,2
403,MER00403,Retail,Small,Gujarat,Surat,T+2,2025,1
404,MER00404,Retail,Small,Uttar Pradesh,Noida,T+1,2020,6
405,MER00405,Entertainment,Medium,Maharashtra,Mumbai,T+1,2024,2
406,MER00406,Retail,Small,Rajasthan,Jodhpur,T+1,2026,0
407,MER00407,E-Commerce,Medium,Rajasthan,Udaipur,T+2,2023,3
408,MER00408,Healthcare,Small,Telangana,Warangal,T+1,2024,2
409,MER00409,Retail,Small,West Bengal,Siliguri,T+2,2026,0
410,MER00410,Travel,Small,Delhi,New Delhi,T+1,2025,1
411,MER00411,Entertainment,Small,Gujarat,Surat,T+1,2026,0
412,MER00412,Utilities,Small,Uttar Pradesh,Noida,T+1,2024,2
413,MER00413,Food & Dining,Small,West Bengal,Siliguri,T+1,2024,2
414,MER00414,Retail,Small,Uttar Pradesh,Noida,T+1,2023,3
415,MER00415,Retail,Medium,Kerala,Thiruvananthapuram,T+2,2023,3
416,MER00416,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2024,2
417,MER00417,Utilities,Small,Maharashtra,Nagpur,T+1,2024,2
418,MER00418,Healthcare,Small,Tamil Nadu,Chennai,T+1,2026,0
419,MER00419,Retail,Medium,Rajasthan,Jaipur,T+1,2026,0
420,MER00420,Food & Dining,Small,West Bengal,Kolkata,T+2,2026,0
421,MER00421,Entertainment,Medium,Gujarat,Vadodara,T+2,2025,1
422,MER00422,Healthcare,Medium,West Bengal,Siliguri,T+1,2023,3
423,MER00423,Healthcare,Small,Karnataka,Bengaluru,T+2,2025,1
424,MER00424,Healthcare,Medium,Kerala,Kochi,T+1,2020,6
425,MER00425,Food & Dining,Medium,Maharashtra,Pune,T+2,2022,4
426,MER00426,Food & Dining,Medium,Maharashtra,Pune,T+1,2025,1
427,MER00427,Retail,Small,Telangana,Hyderabad,T+1,2025,1
428,MER00428,E-Commerce,Small,Kerala,Kochi,T+1,2026,0
429,MER00429,Food & Dining,Medium,Telangana,Hyderabad,T+2,2026,0
430,MER00430,Travel,Medium,Rajasthan,Jodhpur,T+1,2023,3
431,MER00431,Utilities,Small,West Bengal,Kolkata,T+1,2023,3
432,MER00432,Food & Dining,Small,Telangana,Hyderabad,T+1,2021,5
433,MER00433,Retail,Small,Maharashtra,Pune,T+2,2026,0
434,MER00434,Travel,Medium,Uttar Pradesh,Noida,T+2,2026,0
435,MER00435,E-Commerce,Enterprise,Uttar Pradesh,Kanpur,T+1,2019,7
436,MER00436,Fuel,Small,Gujarat,Surat,T+1,2019,7
437,MER00437,Food & Dining,Medium,Telangana,Warangal,T+3,2023,3
438,MER00438,E-Commerce,Small,Tamil Nadu,Chennai,T+3,2023,3
439,MER00439,Food & Dining,Enterprise,Kerala,Kozhikode,T+2,2020,6
440,MER00440,Government,Medium,Uttar Pradesh,Kanpur,T+2,2023,3
441,MER00441,E-Commerce,Medium,Tamil Nadu,Chennai,T+1,2019,7
442,MER00442,Travel,Small,Maharashtra,Pune,T+1,2021,5
443,MER00443,Retail,Small,Rajasthan,Jodhpur,T+1,2024,2
444,MER00444,Retail,Enterprise,Gujarat,Vadodara,T+1,2021,5
445,MER00445,Food & Dining,Medium,Delhi,New Delhi,T+1,2021,5
446,MER00446,Utilities,Small,Rajasthan,Udaipur,T+1,2023,3
447,MER00447,Utilities,Small,Telangana,Warangal,T+1,2025,1
448,MER00448,Healthcare,Small,Rajasthan,Jaipur,T+1,2026,0
449,MER00449,Government,Small,Uttar Pradesh,Noida,T+2,2026,0
450,MER00450,Travel,Small,Delhi,New Delhi,T+1,2024,2
451,MER00451,Utilities,Medium,Maharashtra,Nagpur,T+1,2022,4
452,MER00452,Food & Dining,Small,Kerala,Thiruvananthapuram,T+1,2024,2
453,MER00453,Retail,Small,Tamil Nadu,Chennai,T+1,2025,1
454,MER00454,Food & Dining,Small,Maharashtra,Mumbai,T+1,2025,1
455,MER00455,Entertainment,Small,West Bengal,Siliguri,T+2,2025,1
456,MER00456,E-Commerce,Small,Delhi,New Delhi,T+1,2025,1
457,MER00457,E-Commerce,Small,Rajasthan,Udaipur,T+1,2023,3
458,MER00458,Retail,Enterprise,Maharashtra,Nagpur,T+2,2021,5
459,MER00459,Food & Dining,Small,Rajasthan,Jodhpur,T+1,2025,1
460,MER00460,Fuel,Small,Maharashtra,Pune,T+1,2021,5
461,MER00461,Retail,Small,Gujarat,Ahmedabad,T+2,2021,5
462,MER00462,Fuel,Medium,Maharashtra,Pune,T+1,2023,3
463,MER00463,Education,Enterprise,Uttar Pradesh,Noida,T+2,2023,3
464,MER00464,Fuel,Small,West Bengal,Durgapur,T+1,2025,1
465,MER00465,Entertainment,Small,Kerala,Kochi,T+2,2025,1
466,MER00466,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
467,MER00467,E-Commerce,Small,Maharashtra,Nagpur,T+3,2022,4
468,MER00468,Retail,Small,Delhi,New Delhi,T+1,2024,2
469,MER00469,Government,Medium,Uttar Pradesh,Lucknow,T+1,2025,1
470,MER00470,Healthcare,Medium,Telangana,Warangal,T+1,2023,3
471,MER00471,Retail,Small,Delhi,New Delhi,T+1,2023,3
472,MER00472,Utilities,Small,Maharashtra,Pune,T+1,2026,0
473,MER00473,Education,Small,Rajasthan,Jaipur,T+1,2025,1
474,MER00474,Retail,Small,Maharashtra,Nagpur,T+2,2022,4
475,MER00475,Utilities,Small,Maharashtra,Nagpur,T+1,2026,0
476,MER00476,Food & Dining,Medium,Delhi,New Delhi,T+1,2022,4
477,MER00477,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2025,1
478,MER00478,Food & Dining,Small,Delhi,New Delhi,T+1,2022,4
479,MER00479,E-Commerce,Small,Delhi,New Delhi,T+1,2024,2
480,MER00480,Retail,Small,Maharashtra,Pune,T+1,2026,0
481,MER00481,Government,Enterprise,Uttar Pradesh,Noida,T+1,2026,0
482,MER00482,Retail,Small,Rajasthan,Jodhpur,T+2,2025,1
483,MER00483,E-Commerce,Small,Maharashtra,Pune,T+1,2026,0
484,MER00484,E-Commerce,Small,Karnataka,Bengaluru,T+1,2023,3
485,MER00485,Utilities,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
486,MER00486,Travel,Medium,Telangana,Warangal,T+1,2023,3
487,MER00487,E-Commerce,Small,Karnataka,Mysuru,T+2,2021,5
488,MER00488,Fuel,Enterprise,Maharashtra,Pune,T+1,2025,1
489,MER00489,Retail,Small,Uttar Pradesh,Noida,T+2,2022,4
490,MER00490,Food & Dining,Enterprise,Rajasthan,Jaipur,T+1,2022,4
491,MER00491,Utilities,Small,Tamil Nadu,Madurai,T+1,2024,2
492,MER00492,Fuel,Medium,Uttar Pradesh,Lucknow,T+1,2020,6
493,MER00493,Retail,Small,Karnataka,Mysuru,T+1,2022,4
494,MER00494,Food & Dining,Small,Maharashtra,Pune,T+1,2025,1
495,MER00495,E-Commerce,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
496,MER00496,Healthcare,Small,Kerala,Thiruvananthapuram,T+1,2023,3
497,MER00497,Government,Medium,Kerala,Kozhikode,T+1,2022,4
498,MER00498,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2022,4
499,MER00499,E-Commerce,Small,Maharashtra,Mumbai,T+2,2022,4
500,MER00500,E-Commerce,Medium,Kerala,Thiruvananthapuram,T+1,2024,2
501,MER00501,Retail,Small,Rajasthan,Udaipur,T+1,2022,4
502,MER00502,Travel,Small,Uttar Pradesh,Kanpur,T+1,2019,7
503,MER00503,Healthcare,Medium,Karnataka,Mysuru,T+2,2024,2
504,MER00504,Food & Dining,Small,Maharashtra,Mumbai,T+1,2025,1
505,MER00505,Entertainment,Medium,Telangana,Warangal,T+1,2025,1
506,MER00506,Retail,Small,Rajasthan,Jodhpur,T+1,2023,3
507,MER00507,Food & Dining,Medium,Tamil Nadu,Coimbatore,T+1,2024,2
508,MER00508,Travel,Small,Karnataka,Mysuru,T+1,2022,4
509,MER00509,Food & Dining,Small,Maharashtra,Pune,T+2,2024,2
510,MER00510,Travel,Small,Rajasthan,Jaipur,T+1,2019,7
511,MER00511,Food & Dining,Small,Rajasthan,Jodhpur,T+2,2024,2
512,MER00512,Retail,Small,Tamil Nadu,Coimbatore,T+1,2022,4
513,MER00513,Food & Dining,Enterprise,Gujarat,Surat,T+1,2025,1
514,MER00514,E-Commerce,Enterprise,Maharashtra,Pune,T+1,2024,2
515,MER00515,Retail,Small,Karnataka,Mangaluru,T+1,2021,5
516,MER00516,E-Commerce,Small,Maharashtra,Nagpur,T+1,2023,3
517,MER00517,Food & Dining,Small,Kerala,Kozhikode,T+1,2022,4
518,MER00518,Utilities,Small,Rajasthan,Jodhpur,T+1,2024,2
519,MER00519,Education,Medium,Uttar Pradesh,Lucknow,T+2,2024,2
520,MER00520,Food & Dining,Small,Telangana,Warangal,T+1,2021,5
521,MER00521,Utilities,Small,Uttar Pradesh,Noida,T+1,2021,5
522,MER00522,Food & Dining,Small,Karnataka,Bengaluru,T+1,2020,6
523,MER00523,Retail,Medium,Rajasthan,Udaipur,T+2,2024,2
524,MER00524,Government,Enterprise,Maharashtra,Nagpur,T+2,2023,3
525,MER00525,Retail,Small,Delhi,New Delhi,T+1,2021,5
526,MER00526,Government,Small,Kerala,Kochi,T+2,2025,1
527,MER00527,Healthcare,Enterprise,Kerala,Kozhikode,T+1,2021,5
528,MER00528,Education,Small,Delhi,New Delhi,T+2,2022,4
529,MER00529,Education,Medium,Delhi,New Delhi,T+1,2023,3
530,MER00530,Entertainment,Small,Maharashtra,Nagpur,T+1,2021,5
531,MER00531,Fuel,Small,Delhi,New Delhi,T+1,2024,2
532,MER00532,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2022,4
533,MER00533,Travel,Small,Telangana,Warangal,T+1,2024,2
534,MER00534,E-Commerce,Small,Maharashtra,Mumbai,T+3,2023,3
535,MER00535,E-Commerce,Small,Maharashtra,Mumbai,T+1,2024,2
536,MER00536,Retail,Small,Maharashtra,Nagpur,T+2,2023,3
537,MER00537,E-Commerce,Medium,Rajasthan,Jaipur,T+2,2024,2
538,MER00538,Fuel,Small,Uttar Pradesh,Noida,T+1,2026,0
539,MER00539,E-Commerce,Small,Maharashtra,Mumbai,T+2,2019,7
540,MER00540,Retail,Enterprise,Rajasthan,Udaipur,T+1,2026,0
541,MER00541,Retail,Medium,Telangana,Warangal,T+1,2019,7
542,MER00542,E-Commerce,Small,Karnataka,Bengaluru,T+1,2026,0
543,MER00543,Entertainment,Small,Karnataka,Mysuru,T+1,2026,0
544,MER00544,Fuel,Small,West Bengal,Durgapur,T+2,2023,3
545,MER00545,Food & Dining,Small,Rajasthan,Udaipur,T+1,2022,4
546,MER00546,Food & Dining,Small,West Bengal,Siliguri,T+1,2023,3
547,MER00547,Retail,Small,Rajasthan,Udaipur,T+1,2024,2
548,MER00548,Retail,Medium,Gujarat,Surat,T+2,2024,2
549,MER00549,E-Commerce,Small,West Bengal,Siliguri,T+1,2026,0
550,MER00550,E-Commerce,Small,Gujarat,Vadodara,T+1,2024,2
551,MER00551,E-Commerce,Medium,Rajasthan,Jaipur,T+1,2026,0
552,MER00552,Entertainment,Small,Maharashtra,Mumbai,T+1,2025,1
553,MER00553,Utilities,Medium,Maharashtra,Nagpur,T+1,2022,4
554,MER00554,Fuel,Medium,Delhi,New Delhi,T+1,2026,0
555,MER00555,Entertainment,Medium,Gujarat,Ahmedabad,T+3,2025,1
556,MER00556,E-Commerce,Small,Karnataka,Mysuru,T+1,2022,4
557,MER00557,Retail,Medium,Gujarat,Vadodara,T+2,2022,4
558,MER00558,E-Commerce,Small,Gujarat,Ahmedabad,T+1,2025,1
559,MER00559,Healthcare,Enterprise,Gujarat,Vadodara,T+2,2021,5
560,MER00560,E-Commerce,Small,Uttar Pradesh,Noida,T+2,2024,2
561,MER00561,E-Commerce,Medium,Gujarat,Surat,T+1,2026,0
562,MER00562,Healthcare,Small,Maharashtra,Mumbai,T+1,2026,0
563,MER00563,Food & Dining,Small,Maharashtra,Pune,T+1,2023,3
564,MER00564,E-Commerce,Small,Gujarat,Ahmedabad,T+1,2021,5
565,MER00565,Healthcare,Small,Uttar Pradesh,Kanpur,T+1,2024,2
566,MER00566,Education,Small,Telangana,Hyderabad,T+2,2026,0
567,MER00567,Utilities,Medium,Telangana,Warangal,T+2,2024,2
568,MER00568,Retail,Small,West Bengal,Siliguri,T+1,2019,7
569,MER00569,E-Commerce,Small,Delhi,New Delhi,T+1,2024,2
570,MER00570,Healthcare,Small,West Bengal,Kolkata,T+1,2021,5
571,MER00571,Travel,Small,West Bengal,Durgapur,T+1,2020,6
572,MER00572,Retail,Small,Delhi,New Delhi,T+1,2021,5
573,MER00573,E-Commerce,Small,Tamil Nadu,Madurai,T+1,2021,5
574,MER00574,Government,Small,Uttar Pradesh,Kanpur,T+2,2019,7
575,MER00575,E-Commerce,Enterprise,Karnataka,Mysuru,T+1,2026,0
576,MER00576,Travel,Small,Maharashtra,Nagpur,T+1,2023,3
577,MER00577,Entertainment,Small,Delhi,New Delhi,T+1,2020,6
578,MER00578,Government,Small,Maharashtra,Pune,T+1,2026,0
579,MER00579,E-Commerce,Small,Maharashtra,Mumbai,T+1,2022,4
580,MER00580,Retail,Small,Gujarat,Ahmedabad,T+2,2026,0
581,MER00581,E-Commerce,Small,Delhi,New Delhi,T+1,2022,4
582,MER00582,Healthcare,Medium,Delhi,New Delhi,T+1,2025,1
583,MER00583,Travel,Enterprise,Delhi,New Delhi,T+1,2024,2
584,MER00584,Retail,Small,Telangana,Warangal,T+1,2024,2
585,MER00585,Retail,Small,Karnataka,Bengaluru,T+1,2021,5
586,MER00586,Healthcare,Small,Uttar Pradesh,Noida,T+1,2026,0
587,MER00587,E-Commerce,Small,Maharashtra,Pune,T+1,2022,4
588,MER00588,E-Commerce,Medium,Maharashtra,Pune,T+1,2023,3
589,MER00589,Retail,Small,Karnataka,Mysuru,T+2,2019,7
590,MER00590,Food & Dining,Small,Delhi,New Delhi,T+1,2022,4
591,MER00591,Retail,Small,Kerala,Thiruvananthapuram,T+1,2019,7
592,MER00592,E-Commerce,Small,Delhi,New Delhi,T+2,2022,4
593,MER00593,Fuel,Small,Rajasthan,Jodhpur,T+1,2023,3
594,MER00594,Food & Dining,Small,Uttar Pradesh,Noida,T+1,2022,4
595,MER00595,E-Commerce,Small,Maharashtra,Pune,T+1,2023,3
596,MER00596,Food & Dining,Medium,Karnataka,Mangaluru,T+1,2026,0
597,MER00597,Fuel,Small,Uttar Pradesh,Noida,T+3,2026,0
598,MER00598,Food & Dining,Enterprise,Maharashtra,Nagpur,T+1,2023,3
599,MER00599,Retail,Small,Maharashtra,Pune,T+1,2021,5
600,MER00600,Retail,Medium,Karnataka,Mysuru,T+2,2026,0
601,MER00601,Fuel,Small,Kerala,Kochi,T+1,2026,0
602,MER00602,Government,Small,Rajasthan,Udaipur,T+2,2019,7
603,MER00603,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
604,MER00604,Food & Dining,Medium,Gujarat,Surat,T+2,2024,2
605,MER00605,E-Commerce,Small,Rajasthan,Jodhpur,T+1,2024,2
606,MER00606,Travel,Small,Maharashtra,Mumbai,T+2,2022,4
607,MER00607,Education,Small,Kerala,Kochi,T+1,2026,0
608,MER00608,Travel,Small,Gujarat,Ahmedabad,T+1,2026,0
609,MER00609,Retail,Small,Maharashtra,Pune,T+1,2023,3
610,MER00610,E-Commerce,Small,Maharashtra,Pune,T+1,2026,0
611,MER00611,E-Commerce,Enterprise,Tamil Nadu,Madurai,T+1,2021,5
612,MER00612,Utilities,Small,Uttar Pradesh,Lucknow,T+1,2026,0
613,MER00613,Retail,Medium,Maharashtra,Pune,T+1,2023,3
614,MER00614,E-Commerce,Small,Telangana,Warangal,T+1,2023,3
615,MER00615,Retail,Small,Telangana,Hyderabad,T+1,2026,0
616,MER00616,E-Commerce,Small,Gujarat,Ahmedabad,T+2,2026,0
617,MER00617,Food & Dining,Small,Uttar Pradesh,Noida,T+1,2020,6
618,MER00618,Retail,Medium,Karnataka,Mysuru,T+1,2026,0
619,MER00619,E-Commerce,Medium,Tamil Nadu,Chennai,T+1,2025,1
620,MER00620,Utilities,Small,Maharashtra,Pune,T+1,2020,6
621,MER00621,Food & Dining,Medium,Gujarat,Ahmedabad,T+1,2021,5
622,MER00622,Retail,Small,Uttar Pradesh,Lucknow,T+1,2020,6
623,MER00623,Retail,Small,Maharashtra,Pune,T+2,2026,0
624,MER00624,Food & Dining,Small,Karnataka,Mangaluru,T+1,2021,5
625,MER00625,E-Commerce,Small,Uttar Pradesh,Kanpur,T+1,2023,3
626,MER00626,Government,Medium,Rajasthan,Udaipur,T+1,2025,1
627,MER00627,Retail,Small,Maharashtra,Mumbai,T+2,2025,1
628,MER00628,Fuel,Enterprise,Uttar Pradesh,Kanpur,T+1,2026,0
629,MER00629,E-Commerce,Small,Delhi,New Delhi,T+1,2026,0
630,MER00630,E-Commerce,Small,Telangana,Hyderabad,T+1,2023,3
631,MER00631,Retail,Small,Tamil Nadu,Chennai,T+1,2019,7
632,MER00632,Fuel,Small,Gujarat,Surat,T+2,2026,0
633,MER00633,Fuel,Small,West Bengal,Siliguri,T+1,2024,2
634,MER00634,Entertainment,Medium,Kerala,Kochi,T+1,2021,5
635,MER00635,E-Commerce,Enterprise,Uttar Pradesh,Kanpur,T+1,2025,1
636,MER00636,Travel,Small,Tamil Nadu,Coimbatore,T+1,2019,7
637,MER00637,Retail,Medium,Delhi,New Delhi,T+1,2022,4
638,MER00638,Food & Dining,Small,Delhi,New Delhi,T+2,2024,2
639,MER00639,Fuel,Medium,West Bengal,Kolkata,T+1,2022,4
640,MER00640,Entertainment,Small,Maharashtra,Pune,T+1,2024,2
641,MER00641,Food & Dining,Small,Maharashtra,Nagpur,T+2,2025,1
642,MER00642,Retail,Small,Maharashtra,Pune,T+3,2023,3
643,MER00643,E-Commerce,Small,Kerala,Kochi,T+1,2022,4
644,MER00644,Retail,Enterprise,Maharashtra,Pune,T+2,2026,0
645,MER00645,Food & Dining,Small,Gujarat,Ahmedabad,T+2,2024,2
646,MER00646,Utilities,Medium,Telangana,Warangal,T+2,2024,2
647,MER00647,Food & Dining,Small,West Bengal,Durgapur,T+2,2026,0
648,MER00648,Entertainment,Small,Maharashtra,Pune,T+1,2023,3
649,MER00649,Education,Small,Telangana,Warangal,T+2,2025,1
650,MER00650,Retail,Small,Gujarat,Ahmedabad,T+2,2022,4
651,MER00651,Retail,Medium,Maharashtra,Pune,T+1,2023,3
652,MER00652,Retail,Enterprise,Kerala,Kozhikode,T+2,2021,5
653,MER00653,Food & Dining,Small,Maharashtra,Nagpur,T+1,2023,3
654,MER00654,Food & Dining,Medium,Karnataka,Bengaluru,T+2,2024,2
655,MER00655,E-Commerce,Small,West Bengal,Kolkata,T+1,2026,0
656,MER00656,Healthcare,Small,Karnataka,Mysuru,T+3,2020,6
657,MER00657,Travel,Small,Uttar Pradesh,Lucknow,T+1,2025,1
658,MER00658,Retail,Small,Tamil Nadu,Coimbatore,T+1,2021,5
659,MER00659,Retail,Small,Karnataka,Mysuru,T+1,2026,0
660,MER00660,Retail,Medium,Uttar Pradesh,Kanpur,T+1,2024,2
661,MER00661,Retail,Medium,Rajasthan,Udaipur,T+2,2022,4
662,MER00662,Retail,Small,Delhi,New Delhi,T+2,2024,2
663,MER00663,E-Commerce,Medium,Kerala,Kozhikode,T+1,2024,2
664,MER00664,Retail,Small,Tamil Nadu,Coimbatore,T+1,2020,6
665,MER00665,Retail,Medium,Kerala,Kochi,T+2,2024,2
666,MER00666,Government,Medium,Tamil Nadu,Coimbatore,T+1,2024,2
667,MER00667,E-Commerce,Small,Rajasthan,Udaipur,T+2,2025,1
668,MER00668,Retail,Medium,Maharashtra,Pune,T+1,2022,4
669,MER00669,Utilities,Small,Kerala,Kozhikode,T+1,2020,6
670,MER00670,Travel,Small,Maharashtra,Nagpur,T+1,2024,2
671,MER00671,Fuel,Enterprise,Rajasthan,Jodhpur,T+1,2024,2
672,MER00672,Food & Dining,Medium,Uttar Pradesh,Noida,T+1,2026,0
673,MER00673,Healthcare,Small,Telangana,Warangal,T+1,2021,5
674,MER00674,Food & Dining,Medium,Kerala,Thiruvananthapuram,T+1,2025,1
675,MER00675,Retail,Medium,Rajasthan,Jaipur,T+1,2024,2
676,MER00676,Retail,Small,Uttar Pradesh,Lucknow,T+1,2026,0
677,MER00677,Healthcare,Small,Maharashtra,Pune,T+1,2024,2
678,MER00678,E-Commerce,Small,Gujarat,Vadodara,T+1,2023,3
679,MER00679,Retail,Small,Telangana,Warangal,T+1,2022,4
680,MER00680,Entertainment,Medium,Rajasthan,Jaipur,T+2,2026,0
681,MER00681,Food & Dining,Small,Gujarat,Vadodara,T+3,2026,0
682,MER00682,Retail,Small,Uttar Pradesh,Lucknow,T+1,2024,2
683,MER00683,Fuel,Small,Tamil Nadu,Madurai,T+1,2023,3
684,MER00684,E-Commerce,Medium,West Bengal,Siliguri,T+1,2025,1
685,MER00685,E-Commerce,Small,Maharashtra,Nagpur,T+2,2024,2
686,MER00686,Retail,Small,Maharashtra,Nagpur,T+1,2021,5
687,MER00687,Education,Small,Maharashtra,Mumbai,T+1,2022,4
688,MER00688,Utilities,Medium,West Bengal,Siliguri,T+1,2021,5
689,MER00689,Retail,Small,Gujarat,Surat,T+1,2020,6
690,MER00690,Education,Small,Tamil Nadu,Coimbatore,T+1,2026,0
691,MER00691,Retail,Small,Maharashtra,Mumbai,T+1,2023,3
692,MER00692,Food & Dining,Small,Maharashtra,Mumbai,T+1,2024,2
693,MER00693,Fuel,Enterprise,Kerala,Kozhikode,T+2,2026,0
694,MER00694,Retail,Medium,West Bengal,Durgapur,T+1,2021,5
695,MER00695,Food & Dining,Small,Maharashtra,Nagpur,T+1,2024,2
696,MER00696,Fuel,Enterprise,Rajasthan,Jodhpur,T+1,2022,4
697,MER00697,Food & Dining,Small,Gujarat,Ahmedabad,T+1,2026,0
698,MER00698,Retail,Small,Karnataka,Mysuru,T+2,2024,2
699,MER00699,Travel,Medium,Uttar Pradesh,Noida,T+2,2019,7
700,MER00700,E-Commerce,Small,Maharashtra,Nagpur,T+1,2023,3
701,MER00701,Travel,Small,Kerala,Thiruvananthapuram,T+1,2026,0
702,MER00702,E-Commerce,Small,Tamil Nadu,Chennai,T+1,2020,6
703,MER00703,Government,Small,Kerala,Kochi,T+1,2023,3
704,MER00704,Food & Dining,Small,Maharashtra,Mumbai,T+2,2024,2
705,MER00705,Food & Dining,Small,Uttar Pradesh,Lucknow,T+2,2022,4
706,MER00706,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2026,0
707,MER00707,Education,Small,Uttar Pradesh,Lucknow,T+1,2023,3
708,MER00708,Fuel,Small,Rajasthan,Jodhpur,T+1,2024,2
709,MER00709,Entertainment,Small,West Bengal,Durgapur,T+3,2023,3
710,MER00710,E-Commerce,Small,Telangana,Warangal,T+2,2024,2
711,MER00711,Retail,Small,Uttar Pradesh,Kanpur,T+1,2023,3
712,MER00712,Entertainment,Small,Kerala,Thiruvananthapuram,T+2,2024,2
713,MER00713,Retail,Enterprise,Gujarat,Vadodara,T+1,2021,5
714,MER00714,Food & Dining,Medium,Karnataka,Mangaluru,T+1,2022,4
715,MER00715,Retail,Medium,Uttar Pradesh,Lucknow,T+1,2024,2
716,MER00716,E-Commerce,Small,Gujarat,Vadodara,T+1,2025,1
717,MER00717,Travel,Medium,Rajasthan,Jaipur,T+1,2023,3
718,MER00718,Fuel,Medium,Maharashtra,Pune,T+1,2023,3
719,MER00719,Travel,Medium,Gujarat,Ahmedabad,T+1,2025,1
720,MER00720,Education,Small,Rajasthan,Jaipur,T+1,2019,7
721,MER00721,Retail,Enterprise,Maharashtra,Nagpur,T+1,2025,1
722,MER00722,Food & Dining,Enterprise,Maharashtra,Nagpur,T+1,2026,0
723,MER00723,Utilities,Small,Telangana,Warangal,T+2,2025,1
724,MER00724,Retail,Small,Karnataka,Bengaluru,T+1,2022,4
725,MER00725,Retail,Medium,Rajasthan,Jaipur,T+1,2023,3
726,MER00726,E-Commerce,Small,Maharashtra,Nagpur,T+1,2024,2
727,MER00727,Entertainment,Small,Telangana,Hyderabad,T+1,2021,5
728,MER00728,Education,Small,Rajasthan,Jaipur,T+3,2025,1
729,MER00729,Retail,Small,West Bengal,Kolkata,T+2,2025,1
730,MER00730,E-Commerce,Medium,Kerala,Kochi,T+2,2019,7
731,MER00731,Utilities,Medium,Uttar Pradesh,Noida,T+1,2021,5
732,MER00732,Food & Dining,Small,Uttar Pradesh,Lucknow,T+2,2023,3
733,MER00733,Retail,Small,Karnataka,Mangaluru,T+2,2022,4
734,MER00734,E-Commerce,Medium,Rajasthan,Jaipur,T+1,2025,1
735,MER00735,E-Commerce,Enterprise,Gujarat,Ahmedabad,T+1,2026,0
736,MER00736,Government,Small,Karnataka,Mangaluru,T+1,2025,1
