CustomerKey,CustomerID,CustomerSegment,State,City,Gender,AgeGroup,IncomeGroup,KYCStatus,JoinYear,CustomerTenure
316,CUST00316,Standard,Gujarat,Ahmedabad,Female,36-45,Middle,Verified,2025,1
317,CUST00317,Gold,Telangana,Hyderabad,Male,60+,Middle,Pending,2023,3
318,CUST00318,Gold,Tamil Nadu,Madurai,Female,36-45,Middle,Verified,2023,3
319,CUST00319,Standard,Kerala,Kochi,Male,18-25,Middle,Verified,2026,0
320,CUST00320,Premium,Tamil Nadu,Coimbatore,Male,18-25,Low,Verified,2021,5
321,CUST00321,Standard,Karnataka,Mangaluru,Male,26-35,Middle,Verified,2026,0
322,CUST00322,Standard,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2022,4
323,CUST00323,Standard,Rajasthan,Jodhpur,Female,36-45,Middle,Verified,2025,1
324,CUST00324,Gold,Uttar Pradesh,Kanpur,Female,18-25,Low,Verified,2024,2
325,CUST00325,Standard,Telangana,Hyderabad,Female,18-25,Middle,Verified,2026,0
326,CUST00326,Standard,Kerala,Kochi,Male,26-35,Middle,Verified,2026,0
327,CUST00327,Standard,Uttar Pradesh,Noida,Female,26-35,Low,Verified,2024,2
328,CUST00328,Gold,Rajasthan,Jodhpur,Male,18-25,Middle,Verified,2023,3
329,CUST00329,Standard,Delhi,New Delhi,Male,18-25,Middle,Verified,2024,2
330,CUST00330,Standard,Gujarat,Ahmedabad,Male,46-60,Low,Verified,2022,4
331,CUST00331,Standard,Maharashtra,Nagpur,Male,18-25,High,Verified,2023,3
332,CUST00332,Gold,Rajasthan,Jodhpur,Male,36-45,Low,Verified,2020,6
333,CUST00333,Gold,Rajasthan,Jaipur,Female,18-25,Middle,Verified,2024,2
334,CUST00334,Standard,Uttar Pradesh,Lucknow,Female,36-45,Middle,Verified,2024,2
335,CUST00335,Gold,Tamil Nadu,Coimbatore,Male,46-60,Middle,Verified,2026,0
336,CUST00336,Standard,Gujarat,Vadodara,Male,26-35,Middle,Verified,2021,5
337,CUST00337,Gold,Tamil Nadu,Chennai,Male,26-35,Middle,Verified,2025,1
338,CUST00338,Standard,Karnataka,Mangaluru,Male,18-25,High,Verified,2026,0
339,CUST00339,Standard,Gujarat,Ahmedabad,Female,18-25,Middle,Verified,2025,1
340,CUST00340,Premium,Maharashtra,Pune,Male,46-60,Middle,Verified,2023,3
341,CUST00341,Premium,Rajasthan,Jaipur,Male,36-45,Middle,Verified,2024,2
342,CUST00342,Standard,Tamil Nadu,Madurai,Female,26-35,Middle,Verified,2026,0
343,CUST00343,Standard,Rajasthan,Jaipur,Female,26-35,Low,Verified,2026,0
344,CUST00344,Standard,West Bengal,Kolkata,Female,26-35,High,Verified,2024,2
345,CUST00345,Gold,Karnataka,Mysuru,Male,26-35,Low,Verified,2023,3
346,CUST00346,Standard,Karnataka,Mangaluru,Male,46-60,Middle,Verified,2021,5
347,CUST00347,Standard,Rajasthan,Udaipur,Male,60+,Middle,Verified,2024,2
348,CUST00348,Standard,Uttar Pradesh,Kanpur,Female,26-35,Middle,Verified,2023,3
349,CUST00349,Premium,Karnataka,Mysuru,Male,26-35,Middle,Verified,2023,3
350,CUST00350,Standard,Maharashtra,Nagpur,Male,46-60,Middle,Verified,2023,3
351,CUST00351,Standard,West Bengal,Kolkata,Female,36-45,Low,Verified,2024,2
352,CUST00352,Standard,Delhi,New Delhi,Male,36-45,High,Verified,2023,3
353,CUST00353,Standard,Karnataka,Mangaluru,Male,18-25,Middle,Verified,2025,1
354,CUST00354,Standard,Uttar Pradesh,Lucknow,Female,26-35,Middle,Verified,2021,5
355,CUST00355,Premium,West Bengal,Kolkata,Male,36-45,High,Verified,2025,1
356,CUST00356,Gold,Tamil Nadu,Chennai,Female,36-45,High,Pending,2024,2
357,CUST00357,Standard,Rajasthan,Jodhpur,Female,36-45,High,Verified,2026,0
358,CUST00358,Gold,West Bengal,Siliguri,Female,60+,Low,Verified,2024,2
359,CUST00359,Standard,Kerala,Thiruvananthapuram,Female,18-25,Middle,Verified,2022,4
360,CUST00360,Standard,Karnataka,Mysuru,Male,26-35,Low,Verified,2024,2
361,CUST00361,Premium,Karnataka,Bengaluru,Male,18-25,Low,Verified,2023,3
362,CUST00362,Standard,Maharashtra,Mumbai,Male,36-45,Low,Verified,2026,0
363,CUST00363,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2023,3
364,CUST00364,Premium,Rajasthan,Udaipur,Female,26-35,High,Verified,2026,0
365,CUST00365,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2025,1
366,CUST00366,Gold,Uttar Pradesh,Kanpur,Male,46-60,Middle,Verified,2026,0
367,CUST00367,Premium,Gujarat,Surat,Female,36-45,Low,Verified,2026,0
368,CUST00368,Standard,Uttar Pradesh,Noida,Female,26-35,Low,Verified,2026,0
369,CUST00369,Standard,Gujarat,Vadodara,Female,36-45,Middle,Verified,2023,3
370,CUST00370,Standard,Maharashtra,Pune,Male,18-25,Middle,Verified,2022,4
371,CUST00371,Standard,Gujarat,Vadodara,Male,46-60,Middle,Verified,2022,4
372,CUST00372,Standard,Telangana,Hyderabad,Female,36-45,Middle,Verified,2021,5
373,CUST00373,Gold,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2020,6
374,CUST00374,Standard,Karnataka,Mangaluru,Male,26-35,Middle,Verified,2026,0
375,CUST00375,Standard,Karnataka,Mangaluru,Male,36-45,Middle,Verified,2026,0
376,CUST00376,Standard,Telangana,Hyderabad,Female,36-45,Middle,Verified,2021,5
377,CUST00377,Standard,Maharashtra,Mumbai,Male,36-45,Low,Verified,2025,1
378,CUST00378,Gold,West Bengal,Siliguri,Female,36-45,Low,Verified,2026,0
379,CUST00379,Standard,Tamil Nadu,Coimbatore,Male,26-35,Low,Verified,2022,4
380,CUST00380,Gold,Delhi,New Delhi,Male,18-25,High,Verified,2022,4
381,CUST00381,Standard,Uttar Pradesh,Lucknow,Male,60+,Middle,Verified,2021,5
382,CUST00382,Standard,Gujarat,Surat,Male,26-35,Middle,Verified,2022,4
383,CUST00383,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2023,3
384,CUST00384,Standard,Kerala,Kozhikode,Female,36-45,Middle,Verified,2022,4
385,CUST00385,Standard,Delhi,New Delhi,Male,60+,Middle,Verified,2022,4
386,CUST00386,Standard,Kerala,Kozhikode,Female,60+,Middle,Verified,2024,2
387,CUST00387,Premium,Gujarat,Ahmedabad,Male,26-35,Low,Verified,2026,0
388,CUST00388,Standard,Karnataka,Mangaluru,Female,46-60,Low,Pending,2026,0
389,CUST00389,Premium,Telangana,Warangal,Female,18-25,Middle,Verified,2025,1
390,CUST00390,Standard,Karnataka,Mysuru,Male,18-25,Middle,Verified,2023,3
391,CUST00391,Standard,Maharashtra,Mumbai,Female,26-35,Middle,Verified,2024,2
392,CUST00392,Standard,Maharashtra,Pune,Female,18-25,Middle,Verified,2022,4
393,CUST00393,Standard,Karnataka,Bengaluru,Male,18-25,Low,Verified,2019,7
394,CUST00394,Gold,Uttar Pradesh,Noida,Female,18-25,Middle,Verified,2024,2
395,CUST00395,Standard,Kerala,Thiruvananthapuram,Female,26-35,Low,Pending,2026,0
396,CUST00396,Standard,Kerala,Thiruvananthapuram,Male,60+,High,Verified,2026,0
397,CUST00397,Standard,Karnataka,Bengaluru,Male,18-25,Low,Verified,2025,1
398,CUST00398,Standard,West Bengal,Kolkata,Female,18-25,Middle,Verified,2024,2
399,CUST00399,Gold,Karnataka,Mysuru,Male,18-25,Low,Verified,2026,0
400,CUST00400,Standard,Telangana,Warangal,Male,26-35,Low,Verified,2026,0
401,CUST00401,Gold,Kerala,Thiruvananthapuram,Male,18-25,Middle,Verified,2026,0
402,CUST00402,Standard,Maharashtra,Nagpur,Male,18-25,Middle,Verified,2024,2
403,CUST00403,Premium,Rajasthan,Udaipur,Male,26-35,High,Verified,2022,4
404,CUST00404,Gold,Uttar Pradesh,Noida,Male,36-45,Middle,Verified,2025,1
405,CUST00405,Standard,Uttar Pradesh,Kanpur,Male,18-25,Middle,Verified,2024,2
406,CUST00406,Standard,West Bengal,Siliguri,Male,18-25,Low,Verified,2026,0
407,CUST00407,Premium,Uttar Pradesh,Kanpur,Male,36-45,High,Verified,2021,5
408,CUST00408,Standard,Rajasthan,Udaipur,Female,26-35,Middle,Verified,2022,4
409,CUST00409,Gold,Uttar Pradesh,Noida,Male,26-35,Low,Verified,2019,7
410,CUST00410,Standard,Delhi,New Delhi,Female,36-45,Middle,Verified,2024,2
411,CUST00411,Standard,Telangana,Hyderabad,Male,26-35,Middle,Verified,2024,2
412,CUST00412,Gold,Delhi,New Delhi,Male,18-25,Middle,Verified,2024,2
413,CUST00413,Standard,Rajasthan,Udaipur,Female,26-35,Low,Verified,2023,3
414,CUST00414,Standard,Kerala,Kochi,Male,46-60,High,Verified,2023,3
415,CUST00415,Standard,Gujarat,Vadodara,Male,18-25,High,Verified,2026,0
416,CUST00416,Standard,Uttar Pradesh,Lucknow,Male,36-45,Middle,Verified,2023,3
417,CUST00417,Gold,Kerala,Kochi,Male,26-35,Low,Verified,2024,2
418,CUST00418,Premium,Karnataka,Mysuru,Female,26-35,Middle,Verified,2025,1
419,CUST00419,Gold,Telangana,Hyderabad,Male,46-60,Middle,Verified,2020,6
420,CUST00420,Standard,Tamil Nadu,Madurai,Male,36-45,Middle,Verified,2025,1
421,CUST00421,Standard,Uttar Pradesh,Noida,Female,60+,High,Verified,2022,4
422,CUST00422,Gold,Delhi,New Delhi,Male,18-25,Low,Verified,2024,2
423,CUST00423,Standard,West Bengal,Siliguri,Male,26-35,Low,Verified,2026,0
424,CUST00424,Standard,Tamil Nadu,Coimbatore,Male,36-45,Low,Verified,2023,3
425,CUST00425,Premium,Maharashtra,Mumbai,Male,46-60,Middle,Pending,2026,0
426,CUST00426,Standard,Maharashtra,Mumbai,Female,46-60,Middle,Verified,2019,7
427,CUST00427,Standard,Maharashtra,Nagpur,Female,26-35,Middle,Verified,2022,4
428,CUST00428,Standard,Maharashtra,Nagpur,Male,18-25,Middle,Verified,2022,4
429,CUST00429,Standard,Gujarat,Vadodara,Male,26-35,Low,Verified,2026,0
430,CUST00430,Standard,West Bengal,Durgapur,Male,26-35,Low,Verified,2026,0
431,CUST00431,Premium,Maharashtra,Nagpur,Male,26-35,Middle,Verified,2022,4
432,CUST00432,Standard,Telangana,Warangal,Female,18-25,Middle,Verified,2019,7
433,CUST00433,Standard,Telangana,Warangal,Female,36-45,Middle,Verified,2023,3
434,CUST00434,Gold,Maharashtra,Mumbai,Female,60+,Low,Verified,2026,0
435,CUST00435,Standard,Tamil Nadu,Coimbatore,Male,36-45,Low,Verified,2023,3
436,CUST00436,Standard,Uttar Pradesh,Lucknow,Female,60+,Low,Verified,2020,6
437,CUST00437,Standard,Maharashtra,Pune,Male,36-45,High,Verified,2025,1
438,CUST00438,Gold,Maharashtra,Mumbai,Female,36-45,Low,Verified,2024,2
439,CUST00439,Standard,Rajasthan,Udaipur,Male,26-35,Low,Verified,2021,5
440,CUST00440,Standard,Uttar Pradesh,Noida,Female,46-60,Middle,Verified,2026,0
441,CUST00441,Standard,Tamil Nadu,Madurai,Female,26-35,Low,Verified,2021,5
442,CUST00442,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2021,5
443,CUST00443,Standard,Kerala,Thiruvananthapuram,Female,18-25,Middle,Verified,2019,7
444,CUST00444,Gold,Kerala,Thiruvananthapuram,Male,36-45,High,Verified,2026,0
445,CUST00445,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2024,2
446,CUST00446,Gold,Gujarat,Vadodara,Male,18-25,Middle,Verified,2023,3
447,CUST00447,Standard,Telangana,Warangal,Male,36-45,Middle,Verified,2020,6
448,CUST00448,Standard,Maharashtra,Nagpur,Male,26-35,Low,Verified,2023,3
449,CUST00449,Standard,Rajasthan,Jodhpur,Female,26-35,Middle,Verified,2022,4
450,CUST00450,Premium,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2020,6
451,CUST00451,Gold,Delhi,New Delhi,Male,26-35,Middle,Verified,2019,7
452,CUST00452,Premium,Kerala,Thiruvananthapuram,Male,36-45,Middle,Verified,2020,6
453,CUST00453,Gold,Maharashtra,Pune,Male,60+,Low,Verified,2023,3
454,CUST00454,Gold,Maharashtra,Nagpur,Female,18-25,Low,Verified,2021,5
455,CUST00455,Standard,West Bengal,Kolkata,Female,46-60,Middle,Verified,2023,3
456,CUST00456,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2020,6
457,CUST00457,Standard,Uttar Pradesh,Lucknow,Male,26-35,Low,Verified,2023,3
458,CUST00458,Standard,Maharashtra,Pune,Female,60+,Low,Verified,2026,0
459,CUST00459,Standard,Delhi,New Delhi,Male,46-60,Middle,Verified,2025,1
460,CUST00460,Standard,Karnataka,Mysuru,Female,18-25,Low,Verified,2024,2
461,CUST00461,Standard,Uttar Pradesh,Lucknow,Male,36-45,Middle,Verified,2021,5
462,CUST00462,Standard,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2025,1
463,CUST00463,Standard,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2024,2
464,CUST00464,Standard,Uttar Pradesh,Noida,Male,46-60,High,Verified,2019,7
465,CUST00465,Premium,Rajasthan,Jaipur,Female,60+,High,Verified,2026,0
466,CUST00466,Standard,West Bengal,Durgapur,Male,26-35,High,Verified,2025,1
467,CUST00467,Standard,Tamil Nadu,Coimbatore,Male,26-35,High,Verified,2020,6
468,CUST00468,Gold,Telangana,Hyderabad,Male,36-45,High,Verified,2024,2
469,CUST00469,Standard,West Bengal,Durgapur,Male,36-45,Low,Verified,2025,1
470,CUST00470,Standard,Kerala,Kochi,Female,18-25,Middle,Verified,2025,1
471,CUST00471,Standard,Kerala,Thiruvananthapuram,Male,46-60,Middle,Verified,2026,0
472,CUST00472,Standard,Rajasthan,Jaipur,Male,36-45,Middle,Verified,2026,0
473,CUST00473,Standard,Uttar Pradesh,Noida,Female,26-35,Low,Verified,2026,0
474,CUST00474,Standard,Maharashtra,Nagpur,Female,36-45,Middle,Verified,2026,0
475,CUST00475,Standard,Uttar Pradesh,Kanpur,Male,36-45,High,Verified,2023,3
476,CUST00476,Gold,Uttar Pradesh,Noida,Male,46-60,High,Verified,2022,4
477,CUST00477,Standard,Kerala,Thiruvananthapuram,Female,60+,Middle,Verified,2026,0
478,CUST00478,Standard,Rajasthan,Jodhpur,Female,36-45,Low,Verified,2025,1
479,CUST00479,Standard,Gujarat,Vadodara,Female,36-45,Middle,Verified,2025,1
480,CUST00480,Standard,West Bengal,Kolkata,Female,60+,Low,Verified,2022,4
481,CUST00481,Gold,Maharashtra,Pune,Female,26-35,Middle,Verified,2025,1
482,CUST00482,Standard,Telangana,Warangal,Female,26-35,Low,Verified,2026,0
483,CUST00483,Gold,Tamil Nadu,Madurai,Female,18-25,Middle,Verified,2023,3
484,CUST00484,Standard,Rajasthan,Udaipur,Male,18-25,Low,Verified,2020,6
485,CUST00485,Gold,Kerala,Kochi,Male,36-45,Middle,Verified,2026,0
486,CUST00486,Standard,Uttar Pradesh,Noida,Male,36-45,Middle,Verified,2024,2
487,CUST00487,Standard,Maharashtra,Mumbai,Male,36-45,Low,Verified,2025,1
488,CUST00488,Gold,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2024,2
489,CUST00489,Gold,West Bengal,Siliguri,Male,26-35,High,Verified,2026,0
490,CUST00490,Standard,Maharashtra,Pune,Female,36-45,High,Verified,2021,5
491,CUST00491,Premium,Karnataka,Bengaluru,Female,18-25,Middle,Verified,2023,3
492,CUST00492,Standard,Kerala,Kozhikode,Male,46-60,Middle,Verified,2026,0
493,CUST00493,Standard,Maharashtra,Nagpur,Male,26-35,High,Verified,2023,3
494,CUST00494,Standard,Maharashtra,Nagpur,Female,26-35,Low,Verified,2026,0
495,CUST00495,Gold,Telangana,Hyderabad,Female,26-35,Middle,Verified,2022,4
496,CUST00496,Premium,Rajasthan,Jodhpur,Female,18-25,Low,Verified,2025,1
497,CUST00497,Standard,Kerala,Kochi,Female,36-45,Low,Verified,2026,0
498,CUST00498,Standard,Rajasthan,Jodhpur,Female,36-45,Middle,Verified,2022,4
499,CUST00499,Standard,Uttar Pradesh,Noida,Male,26-35,Low,Verified,2025,1
500,CUST00500,Standard,Tamil Nadu,Chennai,Female,46-60,Middle,Verified,2024,2
501,CUST00501,Standard,Rajasthan,Jodhpur,Female,36-45,Middle,Verified,2026,0
502,CUST00502,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2025,1
503,CUST00503,Standard,Delhi,New Delhi,Male,46-60,Low,Verified,2024,2
504,CUST00504,Standard,Tamil Nadu,Coimbatore,Female,46-60,Middle,Verified,2021,5
505,CUST00505,Standard,Uttar Pradesh,Kanpur,Male,36-45,Middle,Verified,2025,1
506,CUST00506,Gold,Rajasthan,Jodhpur,Female,36-45,Middle,Verified,2024,2
507,CUST00507,Standard,Delhi,New Delhi,Female,36-45,Low,Verified,2023,3
508,CUST00508,Standard,Tamil Nadu,Coimbatore,Male,26-35,Low,Pending,2025,1
509,CUST00509,Standard,Kerala,Thiruvananthapuram,Female,26-35,Middle,Verified,2023,3
510,CUST00510,Standard,Maharashtra,Pune,Female,36-45,Low,Verified,2023,3
511,CUST00511,Standard,Uttar Pradesh,Noida,Male,26-35,High,Verified,2021,5
512,CUST00512,Gold,Tamil Nadu,Chennai,Female,36-45,Low,Verified,2026,0
513,CUST00513,Premium,Delhi,New Delhi,Male,26-35,Middle,Rejected,2025,1
514,CUST00514,Gold,Tamil Nadu,Madurai,Male,36-45,Middle,Verified,2025,1
515,CUST00515,Standard,Tamil Nadu,Madurai,Male,36-45,High,Verified,2024,2
516,CUST00516,Standard,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2021,5
517,CUST00517,Standard,Rajasthan,Jaipur,Male,26-35,High,Verified,2024,2
518,CUST00518,Premium,Gujarat,Surat,Male,26-35,Low,Verified,2026,0
519,CUST00519,Premium,Kerala,Thiruvananthapuram,Male,36-45,Low,Verified,2020,6
520,CUST00520,Standard,Uttar Pradesh,Noida,Male,18-25,Middle,Verified,2020,6
521,CUST00521,Standard,Delhi,New Delhi,Female,36-45,Low,Verified,2025,1
522,CUST00522,Gold,Telangana,Hyderabad,Male,18-25,Middle,Verified,2021,5
523,CUST00523,Standard,West Bengal,Siliguri,Female,36-45,Middle,Verified,2025,1
524,CUST00524,Gold,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2025,1
525,CUST00525,Gold,Delhi,New Delhi,Male,46-60,Middle,Verified,2019,7
526,CUST00526,Standard,Rajasthan,Jodhpur,Female,26-35,Middle,Verified,2021,5
527,CUST00527,Premium,Telangana,Hyderabad,Male,26-35,High,Verified,2026,0
528,CUST00528,Premium,Delhi,New Delhi,Male,46-60,Middle,Verified,2024,2
529,CUST00529,Premium,Karnataka,Mangaluru,Female,60+,High,Verified,2024,2
530,CUST00530,Standard,Karnataka,Bengaluru,Female,18-25,Low,Verified,2026,0
531,CUST00531,Standard,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2020,6
532,CUST00532,Standard,Karnataka,Bengaluru,Male,26-35,Low,Verified,2024,2
533,CUST00533,Standard,Maharashtra,Pune,Female,46-60,Low,Verified,2024,2
534,CUST00534,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2021,5
535,CUST00535,Standard,Telangana,Warangal,Male,26-35,Low,Verified,2023,3
536,CUST00536,Gold,Maharashtra,Pune,Female,36-45,Middle,Verified,2019,7
537,CUST00537,Standard,Maharashtra,Pune,Male,36-45,Middle,Verified,2025,1
538,CUST00538,Standard,Maharashtra,Pune,Male,26-35,Low,Verified,2025,1
539,CUST00539,Standard,Karnataka,Mysuru,Male,18-25,Low,Verified,2023,3
540,CUST00540,Gold,Karnataka,Mangaluru,Male,46-60,Low,Verified,2020,6
541,CUST00541,Standard,Gujarat,Vadodara,Male,18-25,Middle,Verified,2025,1
542,CUST00542,Standard,Tamil Nadu,Coimbatore,Male,60+,Middle,Verified,2023,3
543,CUST00543,Premium,Delhi,New Delhi,Male,26-35,Low,Verified,2025,1
544,CUST00544,Standard,Kerala,Kochi,Female,60+,High,Verified,2025,1
545,CUST00545,Standard,Gujarat,Ahmedabad,Male,36-45,Middle,Verified,2025,1
546,CUST00546,Gold,Maharashtra,Nagpur,Female,46-60,Low,Verified,2025,1
547,CUST00547,Gold,Karnataka,Mangaluru,Female,46-60,Middle,Verified,2021,5
548,CUST00548,Standard,Rajasthan,Jodhpur,Male,36-45,High,Verified,2025,1
549,CUST00549,Premium,Rajasthan,Jaipur,Female,36-45,Middle,Verified,2021,5
550,CUST00550,Premium,Karnataka,Bengaluru,Male,18-25,Low,Verified,2023,3
551,CUST00551,Standard,Maharashtra,Pune,Male,26-35,Middle,Verified,2026,0
552,CUST00552,Standard,Gujarat,Ahmedabad,Male,26-35,High,Verified,2021,5
553,CUST00553,Standard,Tamil Nadu,Madurai,Male,18-25,Middle,Pending,2022,4
554,CUST00554,Standard,Tamil Nadu,Coimbatore,Female,26-35,Low,Verified,2020,6
555,CUST00555,Standard,Gujarat,Ahmedabad,Female,36-45,Low,Verified,2019,7
556,CUST00556,Gold,Karnataka,Bengaluru,Female,26-35,Middle,Verified,2026,0
557,CUST00557,Standard,Maharashtra,Nagpur,Female,36-45,Low,Verified,2024,2
558,CUST00558,Gold,Telangana,Warangal,Female,46-60,Middle,Verified,2019,7
559,CUST00559,Standard,Rajasthan,Udaipur,Male,18-25,Low,Verified,2024,2
560,CUST00560,Standard,Maharashtra,Mumbai,Female,46-60,Low,Verified,2022,4
561,CUST00561,Standard,West Bengal,Siliguri,Female,18-25,Middle,Verified,2025,1
562,CUST00562,Standard,Tamil Nadu,Madurai,Female,18-25,Middle,Verified,2024,2
563,CUST00563,Standard,Karnataka,Mangaluru,Male,36-45,Low,Verified,2025,1
564,CUST00564,Gold,Kerala,Thiruvananthapuram,Male,36-45,Low,Verified,2026,0
565,CUST00565,Standard,Tamil Nadu,Chennai,Female,18-25,Low,Verified,2019,7
566,CUST00566,Standard,Telangana,Warangal,Female,18-25,Middle,Verified,2023,3
567,CUST00567,Gold,Tamil Nadu,Coimbatore,Male,46-60,Low,Verified,2021,5
568,CUST00568,Standard,Maharashtra,Nagpur,Female,46-60,Middle,Verified,2025,1
569,CUST00569,Standard,Telangana,Hyderabad,Female,26-35,Low,Verified,2022,4
570,CUST00570,Standard,Tamil Nadu,Coimbatore,Male,46-60,Middle,Verified,2023,3
571,CUST00571,Gold,Maharashtra,Pune,Male,26-35,Middle,Verified,2024,2
572,CUST00572,Standard,Telangana,Warangal,Male,18-25,High,Verified,2023,3
573,CUST00573,Standard,Maharashtra,Pune,Male,60+,High,Verified,2020,6
574,CUST00574,Standard,Karnataka,Mangaluru,Male,26-35,High,Verified,2026,0
575,CUST00575,Premium,Uttar Pradesh,Noida,Female,26-35,Middle,Verified,2026,0
576,CUST00576,Standard,Maharashtra,Pune,Male,26-35,High,Verified,2025,1
577,CUST00577,Gold,Telangana,Warangal,Female,36-45,Low,Verified,2020,6
578,CUST00578,Gold,Rajasthan,Udaipur,Female,26-35,Middle,Verified,2022,4
579,CUST00579,Standard,Maharashtra,Nagpur,Male,36-45,Middle,Verified,2022,4
580,CUST00580,Gold,Tamil Nadu,Madurai,Male,18-25,Low,Verified,2019,7
581,CUST00581,Gold,Telangana,Warangal,Female,26-35,Middle,Pending,2024,2
582,CUST00582,Standard,Tamil Nadu,Coimbatore,Female,26-35,Low,Verified,2019,7
583,CUST00583,Standard,Telangana,Hyderabad,Female,36-45,Low,Verified,2025,1
584,CUST00584,Standard,Tamil Nadu,Coimbatore,Female,36-45,Middle,Verified,2021,5
585,CUST00585,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2026,0
586,CUST00586,Gold,Maharashtra,Pune,Male,26-35,High,Verified,2022,4
587,CUST00587,Standard,Uttar Pradesh,Kanpur,Female,26-35,Low,Verified,2024,2
588,CUST00588,Standard,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2025,1
589,CUST00589,Gold,Kerala,Kochi,Male,26-35,Low,Verified,2026,0
590,CUST00590,Standard,Uttar Pradesh,Kanpur,Male,36-45,Middle,Verified,2024,2
591,CUST00591,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2023,3
592,CUST00592,Gold,Karnataka,Mysuru,Male,26-35,Middle,Verified,2025,1
593,CUST00593,Standard,Karnataka,Bengaluru,Female,18-25,Low,Verified,2026,0
594,CUST00594,Gold,Telangana,Hyderabad,Female,26-35,Middle,Verified,2025,1
595,CUST00595,Standard,Uttar Pradesh,Noida,Male,26-35,Low,Verified,2024,2
596,CUST00596,Standard,Maharashtra,Mumbai,Male,18-25,Low,Verified,2025,1
597,CUST00597,Standard,Karnataka,Mysuru,Male,18-25,Low,Verified,2025,1
598,CUST00598,Standard,Delhi,New Delhi,Male,26-35,Low,Verified,2025,1
599,CUST00599,Premium,Karnataka,Bengaluru,Female,26-35,High,Verified,2026,0
600,CUST00600,Premium,Gujarat,Vadodara,Male,26-35,Middle,Verified,2026,0
601,CUST00601,Gold,Tamil Nadu,Chennai,Male,18-25,High,Verified,2022,4
602,CUST00602,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2024,2
603,CUST00603,Premium,Gujarat,Vadodara,Male,36-45,Low,Verified,2023,3
604,CUST00604,Gold,Delhi,New Delhi,Male,26-35,Low,Verified,2025,1
605,CUST00605,Standard,Delhi,New Delhi,Male,18-25,Middle,Verified,2026,0
606,CUST00606,Gold,Karnataka,Mysuru,Male,26-35,Low,Verified,2023,3
607,CUST00607,Standard,Gujarat,Surat,Female,26-35,High,Verified,2023,3
608,CUST00608,Standard,Tamil Nadu,Coimbatore,Male,18-25,High,Verified,2022,4
609,CUST00609,Gold,Karnataka,Bengaluru,Male,26-35,Low,Verified,2025,1
